formations,experiences,competences,Qualités,langues,permis,metier
"[""Formation Titre professionnel technicien d'assistance en informatique 2025"", 'Formation CACES 1 2021 - Domaine de formation : Logistique Transport Voir plus Voir moins', 'Formation CACES 3 2021 - Domaine de formation : Logistique Transport Voir plus Voir moins', 'Formation Ens De Lyon\n\n| Bac+5 et plus ou équivalents 2015 - Domaine de formation : Connaissance Programme Enseignement Voir plus Voir moins', ""Formation master en Administration de l'enseignement supérieur\n\n| Bac+5 et plus ou équivalents 2014 - Domaine de formation : Enseignement Individualisé Voir plus Voir moins"", ""Formation Licence En Sciences Sociales\n\n| Bac+3, Bac+4 ou équivalents 2010 Diplôme ou qualification obtenu(e). - Domaine de formation : Histoire - Formation effectuée à l'étranger Voir plus Voir moins"", ""Formation 2010 Diplôme ou qualification obtenu(e). - Domaine de formation : Histoire - Formation effectuée à l'étranger Voir plus Voir moins"", ""Formation 2009 - Domaine de formation : Police - Formation effectuée à l'étranger Voir plus Voir moins""]","[""Expérience Préparateur de commandes\n\n| Manpower (Brignais) de févr. 2023 à juin 2023 (5 mois) Manpower pour STEF Brignais :\n- Chargement et déchargement des camions \n-Conduite de chariots manuels et chariots accompagnants (CACES 485) pour le transfert des palettes(gerbage et dégerbage),des colis du quai vers les convoyeurs et vice versa. \n-Bipage des colis et des étiquettes à l'aide d'un scanner Voir plus Voir moins"", ""Expérience Agent de restauration collective et de service\n\n| CROUS de Lyon (Lyon ) de janv. 2014 à mars 2020 (6 ans et 3 mois) CROUS de Lyon ( Resto U de Descartes) Aide dans la préparation des plateaux de repas (catering et buffets) et des entrées.\n- Agent d'approvisionnement ( réception et rangement des livraisons, contrôle et gestion des stocks et de la traçabilité, etc.)\n-Mission de plonge : Disposition de la vaisselle et du matériel de cuisine dans les bacs et étagères prévus à cet effet, lavage en lave-vaisselle Voir plus Voir moins""]","['Charger, décharger, manutentionner des produits', 'Définir des besoins en approvisionnement', 'Dresser un inventaire des produits disponibles en réserve', 'Manipuler un engin de manutention ou de chantier', 'Organiser et contrôler un approvisionnement', 'Participer à un inventaire', 'Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation', ""Réaliser l'étiquetage de produits"", ""Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"", 'Stocker un produit', 'Trier et répartir les colis, marchandises selon les indications (codification, format, poids, nombre, ...)', 'Gestes et postures de manutention', 'Gestion de parc informatique', 'Gestion des configurations', 'Informatique', 'Maîtrise des outils informatiques (Internet, messagerie électronique) et bureautiques (Word, Excel, PowerPoint)', 'Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)', 'Plonge manuelle', 'Support client à distance', ""Systèmes d'exploitation informatique"", 'Techniques de prévention des risques', 'Chaîne du froid', 'Déploiement de solutions informatiques', 'Lecture de plan urbain', 'Protection des données numériques', ""Règles d'hygiène et de sécurité alimentaire"", 'Règles et consignes de sécurité', 'Techniques de conservation des aliments', 'Collecter des informations pour préparer une séquence de formation, une leçon', 'Corriger des évaluations (exercices, travaux pratiques, examens)', ""Définir un objectif d'apprentissage et le programme des activités pédagogiques"", 'Enseigner, transmettre des connaissances, développer des compétences', ""Évaluer des acquis d'apprentissage, de formation ou d'expérience"", 'Former les utilisateurs aux nouvelles applications et matériels', 'Chariots de manutention automoteurs à conducteur porté (CACES R 489) - Depuis le 01/01/2020', 'Gerbeurs à conducteur accompagnant (CACES R 485) - Depuis le 01/01/2020', 'Gerbeurs à conducteur porté (hauteur de levée > 1.20 m) (CACES R 489-1B - Depuis le 01/01/2020', 'Permis de conduire catégorie B', 'Transpalettes et préparateurs sans élévation du poste de conduite (h < ou = à 1,20 m) (CACES R 489-1A) - Depuis le 01/01/2020', 'Dépanner des équipements informatiques', 'Entretenir, nettoyer un espace, un lieu, un local', ""Manipuler des produits de nettoyage et d'entretien"", 'Réaliser la plonge', ""Vérifier l'état de propreté de la vaisselle et la ranger"", 'Accueillir, orienter, renseigner un public', 'Analyser les besoins spécifiques des clients', 'Apporter une assistance technique aux équipes', ""Réaliser les rapports de contrôles et de diagnostics d'anomalie ou de risque et les transmettre aux services production, maintenance, sécurité..."", 'Veiller à la bonne qualité du service rendu/du produit vendu et à la satisfaction du client', 'Adapter son comportement, sa pratique professionnelle aux situations', ""Respecter les normes de sécurité informatique dans l'assistance"", 'Respecter les protocoles de sécurité en vigueur', 'Utiliser les outils numériques', 'Diagnostic de pannes informatiques', 'Formation des utilisateurs sur les outils informatiques', 'Techniques pédagogiques', 'Créer des documents numériques', ""Réaliser la structure d'un document (sommaire, table, bibliographie etc.)"", 'Communiquer efficacement avec les clients sur les projets', 'Suivre les livraisons, régler les réclamations liées au service après-vente, en liaison avec les services commercial, achats, production, technique, logistique', 'Elaborer et suivre des tableaux de bord des incidents sécurité', 'Mettre en place des procédures relatives à la santé et à la sécurité au travail', ""Appliquer les recommandations de dosage des différents produits d'entretien"", 'Préparer, assembler des plats simples', ""Assurer une communication efficace au sein de l'équipe"", 'Installer un équipement chez un client', ""Installer et mettre en service les matériels et les logiciels, en conformité avec les normes d'utilisation et les règles de sécurité électrique"", 'Renseigner le support de suivi de traçabilité des marchandises', 'Prévenir et résoudre les conflits', 'Evacuer et trier des déchets, des produits', 'Évaluer les nouvelles technologies pour améliorer le support']","['Avoir le sens du service', ""Être à l'écoute, faire preuve d'empathie"", ""Faire preuve d'autonomie"", 'Faire preuve de rigueur et de précision', 'Gérer son stress', 'Organiser son travail selon les priorités et les objectifs', 'Respecter ses engagements, assumer ses responsabilités', ""S'adapter aux changements"", 'Travailler en équipe']","['Français', 'Anglais', 'Espagnol']",['B - Véhicule léger'],Stage en informatique
"['Formation Gestionnaire en maintenance et support informatique 2023', 'Formation ARCU \n\n| Bac ou équivalent 2017 - Domaine de formation : Accueil Voir plus Voir moins']",[],[],[],['Anglais'],"['A - Moto', 'B - Véhicule léger']",Stage en informatique
"[""Formation Licence informatique\n\n| Bac ou équivalent 2017 - Domaine de formation : Informatique Et Systèmes D'information - Formation effectuée à l'étranger Voir plus Voir moins"", 'Formation niveau bac S\n\n| Bac ou équivalent 2005 - Domaine de formation : Sciences De La Terre Voir plus Voir moins']","['Expérience Hôtesse\n\n| La halle aux chaussures Saint gratien 95210 de août 2013 à déc. 2015 (2 ans et 5 mois) Encaissement des ventes, Ouverture et fermeture du point de vente, implantation des produits en fonction du concept, préparation des op, traiter les retours, les inventaires ainsi que les collectivités. E commerce, fidéliser la clientèle Voir plus Voir moins', ""Expérience Hôtesse d'accueil (5 JOURS)\n\n| Salon international de l'alimentation, VILLEPINTE 93420 oct. 2012 accueil des clients, renseignement des visiteurs, présentation des produits Voir plus Voir moins""]","['Assurer le suivi des stocks en temps réel', 'Gérer les stocks', 'Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation', ""Réaliser l'étiquetage de produits"", ""Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"", 'Organiser, aménager un espace de vente', 'Présenter et valoriser un produit ou un service', 'Réaliser la mise en rayon', 'Vendre ou louer des produits ou des services', 'Techniques de mise en rayon', 'Techniques de vente et de promotion', 'Argumentation commerciale', 'Organiser le traitement des commandes', 'Entretenir, nettoyer un espace, un lieu, un local', ""Procédures d'encaissement"", 'Caractéristiques des chaussures', ""Contrôler le balisage et l'étiquetage des produits en rayon"", 'annonce-micro', 'encaissement', 'étiquetage', 'fidéliser la clientèle', 'implantation', 'inventaire', 'ouverture fermeture du point de vente', 'préparation des op commerciales', 'retour', 'service après-vente']",[],"['Français', 'Turc', 'Allemand', 'Anglais']",['B - Véhicule léger'],Stage en informatique
"['Formation BTS Services Informatiques aux 2026', ""Formation BTS SIO\n\n| Bac+2 ou équivalents 2017 1ère année BTS SIO au CNED - Domaine de formation : Informatique Et Systèmes D'information Voir plus Voir moins"", ""Formation 1ere année IUT\n\n| Bac+2 ou équivalents 2016 1ère année DUT informatique à Amiens - Domaine de formation : Informatique Et Systèmes D'information Voir plus Voir moins"", ""Formation Baccalauréat\n\n| Bac ou équivalent 2015 Diplôme ou qualification obtenu(e). Scientifique- Sciences de l'ingénieur, spécialité Informatique et Sciences du Numérique. Obtenu au lycée Pablo Neruda de Dieppe - Domaine de formation : Santé Voir plus Voir moins""]","[""Expérience Assistante Administrative en charge des dossiers des élèves à besoins éducatifs particuliers\n\n| Lycée Providence Ste Thérèse (Rouen) de nov. 2022 à août 2024 (1 an et 10 mois) Gestion et suivi des élèves à besoins éducatifs particuliers:\nPlan d'Accompagnement Personnalisé\nPlan d'Accompagnement Individualisé\nDossier MDPH\nSuivi et mise à jour des documents\nClassement\n\nProjet sur les TSA:\nSensibilisation des élèves sur l'autisme. Compétences Classer des documents Gestion administrative du courrier (Intermédiaire) Mettre à jour un dossier, une base de données (Avancé) Voir plus Voir moins"", ""Expérience Conseillère d'éducation\n\n| Lycée La providence Sainte Thérèse (Rouen) de nov. 2017 à nov. 2022 (5 ans) Accueil physique et téléphonique de la vie scolaire, standard, gestion des emplois du temps, gestion et suivi des élèves, suivi et saisie administrative, classement et archivage, etc… Voir plus Voir moins"", 'Expérience Serveuse\n\n| Brasserie Desjardins de juil. 2017 à nov. 2017 (5 mois) Dressage des tables Préparation de crêpes, gaufres et desserts. Prise de commande. Service à table. Voir plus Voir moins', ""Expérience Inventaire Carrefour nov. 2016 Effectuer l'inventaire du magasin Carrefour de Mont Saint Aignan Voir plus Voir moins"", ""Expérience Service civique\n\n| Collège Claude Monet de nov. 2016 à nov. 2017 (1 an) Coordination de la vie collégienne: - Animation d'ateliers - Devis/achats de matériels de confection et de jeux de société. - Prises de contact avec des partenaires extérieurs. - etc. Voir plus Voir moins""]","['Organiser des activités éducatives pour les enfants', 'Règlement intérieur, consignes de sécurité, règles de vie collective', 'Règles de sécurité', 'Règles de vie collective', 'Surveiller les élèves', 'Classer des documents', 'Expliquer et faire respecter les règles et procédures', ""Surveiller la ponctualité, l'assiduité des élèves aux cours, contrôler les justificatifs"", 'Utiliser les outils numériques', 'Inscrire des élèves aux examens', 'Organiser la rentrée scolaire', ""Rédiger un rapport, un compte rendu d'activité"", 'Concevoir et mettre en oeuvre des actions de sensibilisation', 'Repérer des dégradations ou incidents', 'Mettre à jour un dossier, une base de données', 'Gestion administrative du courrier', 'Prévenir et résoudre les conflits', 'Saisir une commande sur informatique', ""Évacuer les personnes, les mettre en sécurité en cas d'accident, d'incendie et guider les secours"", 'Effectuer le service des plats à table', 'Concevoir et gérer un projet', 'Techniques de médiation et résolution de conflits', 'Autonome', 'Dynamique', 'HTML5', 'MS Office', 'Souriante', 'Visual Basic']","[""Faire preuve d'autonomie"", 'Travailler en équipe']","['Anglais', 'Espagnol', 'Russe']",['B - Véhicule léger'],Stage en informatique
[],"[""Expérience Stage d'observation\n\n| Super-U (Douala, Cameroun) févr. 2021 J'ai observé toute les activités nécessaire au fonctionnement d'un super marché des rayons à la gestion des produits. Voir plus Voir moins""]","['Administration de pare-feu', ""Système d'exploitation Windows""]","[""Faire preuve d'autonomie"", 'Faire preuve de curiosité', 'Organiser son travail selon les priorités et les objectifs']","['Anglais', 'Chinois (Mandarin)']",[],Stage en informatique
"[""Formation Développement web\n\n| Bac+2 ou équivalents 2022 Diplôme ou qualification obtenu(e). Développement web intégrateur - Domaine de formation : Informatique Et Systèmes D'information Voir plus Voir moins"", 'Formation ESC Brest\n\n| Bac+2 ou équivalents 2003 Diplôme ou qualification obtenu(e). Diplôme de management Option finance - Domaine de formation : Gestion Commerciale Achats Compétences Élaborer une stratégie commerciale Marketing / Mercatique Voir plus Voir moins']","[""Expérience Animatrice réseaux boutiques\n\n| KanaBeach de janv. 1989 à mars 2013 (24 ans et 3 mois) Société KanaBeach depuis la création en 1987 jusqu'en 2013 Associée siégeant au conseil d'administration Compétences Élaborer une stratégie commerciale Marketing / Mercatique Voir plus Voir moins""]","['Algorithmique', ""Données d'activité de la structure, du service"", 'Gestion budgétaire', 'Java', 'Langages de programmation informatique', 'Logiciel de traitement de texte', 'Utilisation de logiciels de tableur', ""Déterminer le potentiel d'un client ou prospect"", 'Développer et fidéliser la relation client', 'Élaborer une stratégie commerciale', 'Mettre en oeuvre une stratégie commerciale', 'Réaliser une veille de marché, une veille concurrentielle', 'Concevoir et piloter une politique de gestion des ressources humaines', 'Mettre en place des actions de gestion de ressources humaines', 'Techniques commerciales', 'Techniques de vente et de promotion', 'Analyser, exploiter, structurer des données', 'Développer une application en lien avec une base de données', 'Marketing / Mercatique', 'Outils de planification', 'Assurer un accueil téléphonique', 'Recueillir et analyser les besoins client', 'Mettre en place des indicateurs de performance technique', 'Piloter une activité', ""Relayer de l'information"", 'Rédiger un cahier des charges, des spécifications techniques', 'Élaborer, suivre et piloter un budget', 'Animer, coordonner une équipe', 'Réaliser une veille documentaire', 'Réaliser une étude technique et commerciale', 'langage informatique JS', 'langage informatique PHP']",[],"['Anglais', 'Allemand']",['B - Véhicule léger'],Stage en informatique
"['Formation Formation Docker ( Travail Etudiant Vacances Scolaires ) 2024 Diplôme ou qualification obtenu(e).', 'Formation Brevet Des Colleges College Victor Hugo Caudebec-en-caux\n\n| 3ème achevée ou Brevet 2021']",[],['B1 : Vocabulaire du quotidien'],[],"['Anglais', 'Espagnol']",[],Stage en informatique
"['Formation Développeur web Javascript, React - Intégrateur Web\n\n| Bac+2 ou équivalents Cette Formation contient une pièce jointe 2024 Diplôme ou qualification obtenu(e). - Domaine de formation : Programmation Web Compétences Application web (Intermédiaire) Concevoir une application web (Intermédiaire) Règles de sécurité Informatique et Télécoms (Intermédiaire) Pièces jointes .pdf Voir plus Voir moins', ""Formation BAC PRO SYSTEME ELECTRONIQUE NUMERIQUE\n\n| Bac ou équivalent Diplôme ou qualification obtenu(e). - Domaine de formation : Maintenance Assistance Informatique Compétences Identifier la demande de la personne, cerner son environnement et l'informer sur la prestation (techniques, objectifs, coût, ...) (Intermédiaire) Micro-informatique (Intermédiaire) Règles de sécurité Informatique et Télécoms (Intermédiaire) Analyser, résoudre un problème courant ou complexe (Avancé) Changer ou réparer une pièce ou un ensemble défectueux (Avancé) Configurer le poste de travail aux besoins de l'utilisateur (Avancé) Identifier les composants et les pièces défectueuses (Avancé) Intégrer des composants d'équipements informatiques ou bureautiques (Avancé) Réaliser une configuration standard sur un poste de travail (Avancé) Système d'exploitation Windows (Avancé) Voir plus Voir moins"", ""Formation BEP ELECTRONIQUE\n\n| CAP, BEP et équivalents Diplôme ou qualification obtenu(e). - Domaine de formation : Électronique Compétences Identifier la demande de la personne, cerner son environnement et l'informer sur la prestation (techniques, objectifs, coût, ...) (Intermédiaire) Micro-informatique (Intermédiaire) Changer ou réparer une pièce ou un ensemble défectueux (Avancé) Voir plus Voir moins""]","[""Expérience Réflexologie\n\n| Entreprise individuelle Libérale à mon nom (Charente,Vienne Rdv à domicile) de sept. 2016 à mars 2019 (2 ans et 7 mois) Apporter une aide physiquement et émotionnellement aux personnes souffrants de douleurs, pathologies ou stress divers.\nExpérience social très important. Compétences Développer et fidéliser la relation client (Intermédiaire) Identifier la demande de la personne, cerner son environnement et l'informer sur la prestation (techniques, objectifs, coût, ...) (Intermédiaire) Voir plus Voir moins"", ""Expérience TECHNICIEN DE MAINTENANCE INFORMATIQUE\n\n| TERREAL de sept. 2008 à juil. 2009 (11 mois) Compétences Apporter une assistance technique aux équipes (Intermédiaire) Démonter un équipement, une installation (Intermédiaire) Identifier la demande de la personne, cerner son environnement et l'informer sur la prestation (techniques, objectifs, coût, ...) (Intermédiaire) Micro-informatique (Intermédiaire) Réaliser un câblage réseau de matériels informatiques ou bureautiques (Intermédiaire) Règles de sécurité Informatique et Télécoms (Intermédiaire) Renseigner les supports de suivi d'intervention (Intermédiaire) Analyser, résoudre un problème courant ou complexe (Avancé) Changer ou réparer une pièce ou un ensemble défectueux (Avancé) Configurer le poste de travail aux besoins de l'utilisateur (Avancé) Dépanner des équipements informatiques (Avancé) Identifier les composants et les pièces défectueuses (Avancé) Intégrer des composants d'équipements informatiques ou bureautiques (Avancé) Réaliser une configuration standard sur un poste de travail (Avancé) Système d'exploitation Windows (Avancé) Voir plus Voir moins""]","['Concevoir une application web', ""Configurer le poste de travail aux besoins de l'utilisateur"", ""Intégrer des composants d'équipements informatiques ou bureautiques"", 'Réaliser une configuration standard sur un poste de travail', 'Application web', 'Micro-informatique', ""Système d'exploitation Windows"", 'Changer ou réparer une pièce ou un ensemble défectueux', 'Dépanner des équipements informatiques', 'Identifier les composants et les pièces défectueuses', 'Apporter une assistance technique aux équipes', ""Identifier la demande de la personne, cerner son environnement et l'informer sur la prestation (techniques, objectifs, coût, ...)"", ""Renseigner les supports de suivi d'intervention"", ""Proposer des conseils en matière de bien-être et d'hygiène de vie"", 'Réaliser un câblage réseau de matériels informatiques ou bureautiques', 'Développer et fidéliser la relation client', 'Règles de sécurité Informatique et Télécoms', 'Démonter un équipement, une installation', 'Utilisation de caisse informatisée', 'Analyser, résoudre un problème courant ou complexe']","['Avoir le sens du service', ""Faire preuve d'autonomie"", 'Faire preuve de curiosité', 'Faire preuve de persévérance', 'Faire preuve de rigueur et de précision', 'Respecter ses engagements, assumer ses responsabilités', 'Travailler en équipe']","['Français', 'Anglais', 'Polonais']",['B - Véhicule léger'],Stage en informatique
"[""Formation Master en informatique \n\n| Bac+3, Bac+4 ou équivalents Cette Formation contient une pièce jointe 2025 Master en informatique en cours à l'Institut Galilée de L'Université Sorbonne Paris Nord - Domaine de formation : Informatique Décisionnelle Pièces jointes .pdf Voir plus Voir moins"", ""Formation Master 1 en science de l'ingénieur \n\n| Bac+3, Bac+4 ou équivalents Cette Formation contient une pièce jointe 2024 Première année de master à Polytechnique de Douala au Cameroun. Le relevé de notes n'a pas été récupéré en fin d'année mais je peux fournir un certificat de scolarité - Domaine de formation : Informatique Décisionnelle - Lieu de formation : Cameroun Pièces jointes .pdf Voir plus Voir moins"", ""Formation Licence en science de l'ingénieur en science de données \n\n| Bac+3, Bac+4 ou équivalents Cette Formation contient une pièce jointe 2022 Licence en science de l'ingénieur à Polytechnique de Douala au Cameroun - Domaine de formation : Informatique Décisionnelle - Lieu de formation : Cameroun Pièces jointes .pdf Voir plus Voir moins"", ""Formation Licence en informatique \n\n| Bac+3, Bac+4 ou équivalents Cette Formation contient une pièce jointe 2021 Licence en informatique fondamentale à l'université de Yaoundé I au Cameroun - Domaine de formation : Informatique Décisionnelle - Lieu de formation : Cameroun Pièces jointes .pdf Voir plus Voir moins""]","[""Expérience Stagiaire en science de données\n\n| World Voice Group (Yaoundé au Cameroun) de juil. 2022 à août 2022 (2 mois) Stage académique lors de ma formation à polytechnique de Douala au Cameroun Compétences Analyser, exploiter, structurer des données Analyser / traiter l'information à des fins d'anticipation Concevoir et gérer un projet Programmation en Python Voir plus Voir moins""]","['Analyser, exploiter, structurer des données', ""Analyser / traiter l'information à des fins d'anticipation"", 'Programmation en Python', 'Concevoir et gérer un projet']",[],[],[],Stage en informatique
"[""Formation Découverte des métiers de la maintenance informatique et des réseaux 2024 Diplôme ou qualification obtenu(e). -maîtrise de Windows 10\n-déploiement d'un poste\n-sécurisation des données\n-active directory (gpo)\n-utilisation du binaire\n-adressages IPs\n-Bases sur la structure d'un fichier html, css et javascript Voir plus Voir moins"", 'Formation Diplôme du baccalauréat général\n\n| Bac ou équivalent 2016 Diplôme ou qualification obtenu(e). - Domaine de formation : Économie Sociale Compétences Anglais (Courant) Chinois (Mandarin) (Débutant) Voir plus Voir moins']","[""Expérience PSMP mécanicien automobile\n\n| MIDAS (Midas Lagny-sur-Marne) juin 2024 -réception/rangement pièces automobiles\n-Démontage/remontage roue+pneu via pétard et machinerie\n-Détection/résolution des crevaisons.\n-établissement d'un diagnostic via la valise\n-accueil ponctuel de la clientèle en cas d'absence du responsable\n-utilisation d'un véhicule de fonction pour aller chercher des pièces automobiles dans d'autres ateliers/entrepôts. Compétences Caractéristiques des pièces de véhicules à recycler (Débutant) Procédures d'entretien de véhicules (Débutant) Techniques de réparation rapide (Débutant) Utilisation d'appareils de mesure électrique (Débutant) Utilisation de logiciels de diagnostic automobile (Débutant) Matériel de levage (Intermédiaire) Pneumatique (Intermédiaire) Utilisation de matériel de nettoyage (Intermédiaire) Accueillir, orienter, renseigner un public (Avancé) Evacuer et trier des déchets, des produits (Avancé) Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison (Avancé) Relayer de l'information (Avancé) Respect des normes d'hygiène et de sécurité (Avancé) Trier, ranger des produits, des matières premières (Avancé) Voir plus Voir moins"", ""Expérience Employé polyvalent\n\n| Relay (Chessy, Seine-et-Marne, France) de nov. 2016 à mars 2023 (6 ans et 5 mois) -Vente de produits dépendant de la chaîne du froid, tabac, presse, livres...\n-Réassort, mise en rayon commande et réception.\n-Dépannage occasionnel des machines à café et des logiciels de caisse.\n-Responsable de fermeture : encadrement d'une équipe de 3 à 5 personnes.\n-Bon niveau d'anglais et quelques bases en chinois, italien et espagnol dû à la clientèle étrangère (proximité avec Disneyland). Compétences Utilisation d'appareils de mesure électrique (Débutant) Coordonner des interventions de sécurité (Intermédiaire) Dépanner des équipements informatiques (Intermédiaire) Entretenir un équipement, une machine, une installation (Intermédiaire) Participer à la gestion des commandes (Intermédiaire) Utilisation de matériel de nettoyage (Intermédiaire) Accueillir, orienter, renseigner un public (Avancé) Accueillir, orienter et renseigner un client (Avancé) Argumentation commerciale (Avancé) Désactiver l'antivol d'un article (Avancé) Entretenir, nettoyer un espace, un lieu, un local (Avancé) Evacuer et trier des déchets, des produits (Avancé) Optimiser le flux des visiteurs pour réduire l'attente (Avancé) Organiser, aménager un espace de vente (Avancé) Présenter et valoriser un produit ou un service (Avancé) Procéder à l'encaissement (Avancé) Procédures d'encaissement (Avancé) Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation (Avancé) Réaliser la mise en rayon (Avancé) Réaliser les opérations de nettoyage et de réglage sur les matériels et équipements (Avancé) Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison (Avancé) Règles de tenue de caisse (Avancé) Règles et consignes de sécurité (Avancé) Relayer de l'information (Avancé) Respect des normes d'hygiène et de sécurité (Avancé) Trier, ranger des produits, des matières premières (Avancé) Utilisation de caisse informatisée (Avancé) Anglais (Courant) Chinois (Mandarin) (Débutant) Voir plus Voir moins""]","['Argumentation commerciale', 'Caractéristiques des pièces de véhicules à recycler', 'Connectique', 'Informatique', 'Pneumatique', ""Principe de fonctionnement d'un moteur diesel"", ""Principes de fonctionnement d'un moteur"", 'Utilisation de logiciels de diagnostic automobile', 'Charger, décharger, manutentionner des produits', 'Participer à un inventaire', 'Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation', ""Réaliser l'étiquetage de produits"", ""Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"", 'Trier, ranger des produits, des matières premières', 'Conduite de véhicules légers', 'Matériel de levage', ""Utilisation d'appareils de mesure électrique"", ""Utilisation d'engins de manutention non motorisés (transpalette, diable, ...)"", 'Utilisation de caisse informatisée', 'Utilisation de matériel de nettoyage', 'Changer ou réparer une pièce ou un ensemble défectueux', 'Dépanner des équipements informatiques', 'Entretenir, nettoyer un espace, un lieu, un local', 'Entretenir un équipement, une machine, une installation', 'Réaliser les opérations de nettoyage et de réglage sur les matériels et équipements', ""Procédures d'encaissement"", ""Procédures d'entretien de véhicules"", 'Règles de tenue de caisse', 'Règles et consignes de sécurité', ""Respect des normes d'hygiène et de sécurité"", 'Organiser, aménager un espace de vente', 'Présenter et valoriser un produit ou un service', 'Réaliser la mise en rayon', 'Accueillir, orienter, renseigner un public', 'Accueillir, orienter et renseigner un client', ""Optimiser le flux des visiteurs pour réduire l'attente"", ""Configurer le poste de travail aux besoins de l'utilisateur"", ""Intégrer des composants d'équipements informatiques ou bureautiques"", 'Coordonner des interventions de sécurité', 'Evacuer et trier des déchets, des produits', 'Techniques de filmage', 'Techniques de réparation rapide', ""Relayer de l'information"", ""Désactiver l'antivol d'un article"", ""Procéder à l'encaissement"", 'Participer à la gestion des commandes', 'Identifier des non-conformités', 'Analyser, résoudre un problème courant ou complexe', 'Conduire un véhicule léger']","[""Être à l'écoute, faire preuve d'empathie"", ""Faire preuve d'autonomie"", 'Faire preuve de curiosité', 'Travailler en équipe']","['Anglais', 'Chinois (Mandarin)- LV2 chinois au BAC']",['B - Véhicule léger'],Stage en informatique
"[""Formation Titre professionnel technicien d'assistance en informatique 2025 Compétences Montage et démontage de PC portable Voir plus Voir moins"", 'Formation Préparation DELF tout public + DELF A1 vers B2 2023 Diplôme ou qualification obtenu(e).', 'Formation Préparation DELF tout public + DELF A1 vers B2 2023 Diplôme ou qualification obtenu(e).', ""Formation bachelor of commerce \n\n| Bac+3, Bac+4 ou équivalents 2018 Diplôme ou qualification obtenu(e). Validation ENIC NARIC - comparabilité Niv 6 - Domaine de formation : Marketing - Lieu de formation : Inde Compétences assistance par e-mail aux clients (Avancé) Procédures de vérification d'identité (Avancé) Voir plus Voir moins""]","[""Expérience ADV service clients platefrme commerce en ligne\n\n| FLIPKART - TELLIGENT (Inde) Cette Expérience contient une pièce jointe de juil. 2019 à janv. 2022 (2 ans et 7 mois) Compétences Procédures de vérification d'identité (Avancé) Pièces jointes .pdf .pdf Voir plus Voir moins""]","['Gérer une base de données numériques', ""Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques"", ""Prendre une décision et l'expliquer"", 'Réaliser la maintenance de premier niveau', ""Procédures de vérification d'identité"", 'assistance par e-mail aux clients', 'Montage et démontage de PC portable']","[""Être à l'écoute, faire preuve d'empathie"", ""S'adapter aux changements"", 'Travailler en équipe']","['Anglais', 'Hindi', 'Français']",[],Stage en informatique
